expense_id,amount,merchant,description,category
EXP07314,312.93,Blue Cross Blue Shield,monthly health plan,insurance
EXP07315,292.31,Marriott Hotel,vacation lodging,travel
EXP07316,147.05,Target,gift cards,shopping
EXP07317,1527.1,Property Management,housing payment,rent
EXP07318,21.61,Khan Academy,skill building,education
EXP07319,79.94,Eye Care Center,eyeglasses,healthcare
EXP07320,1209.48,Apartment Complex,complex fees,rent
EXP07321,35.62,Khan Academy,educational subscription,education
EXP07322,93.17,Shell,premium gasoline,transport
EXP07323,41.38,Steam,video game purchase,entertainment
EXP07324,28.67,KFC,zinger burger combo,food
EXP07325,92.56,Physical Therapy,therapy session,healthcare
EXP07326,51.56,BP,diesel fuel,transport
EXP07327,42.58,Udemy,professional development,education
EXP07328,69.05,CVS Pharmacy,over-the-counter medicine,healthcare
EXP07329,475.25,Blue Cross Blue Shield,monthly health plan,insurance
EXP07330,2116.26,Housing Authority,public housing,rent
EXP07331,14.7,Spotify,monthly music plan,entertainment
EXP07332,44.36,Steam,game download,entertainment
EXP07333,23.53,Pizza Hut,large pepperoni pizza,food
EXP07334,2346.98,Housing Authority,housing payment,rent
EXP07335,22.6,Chipotle,quesadilla meal,food
EXP07336,535.42,Samsung,tech gadget,technology
EXP07337,53.65,Steam,game download,entertainment
EXP07338,154.0,State Farm,car insurance premium,insurance
EXP07339,8.04,Subway,6-inch turkey sub,food
EXP07340,974.95,Property Management,rental payment,rent
EXP07341,13.9,Spotify,music streaming,entertainment
EXP07342,7270.82,University,academic fees,education
EXP07343,16.92,Netflix,monthly renewal,entertainment
EXP07344,74.32,AT&T,monthly service,utilities
EXP07345,122.32,Metro Transit,daily transit fare,transport
EXP07346,54.0,H&M,casual clothing,shopping
EXP07347,821.4,Real Estate Rental,rental property,rent
EXP07348,82.23,Whole Foods,prepared meals,food
EXP07349,50.79,Pizza Hut,pizza delivery,food
EXP07350,359.37,Samsung,Galaxy smartphone,technology
EXP07351,175.48,Eye Care Center,vision test,healthcare
EXP07352,196.65,State Farm,vehicle coverage,insurance
EXP07353,13.79,Spotify,family music plan,entertainment
EXP07354,115.7,Walgreens,medical supplies,healthcare
EXP07355,322.75,Hilton Hotels,hotel reservation,travel
EXP07356,55.91,Pizza Hut,personal pan pizza,food
EXP07357,27.63,Uber,late night ride,transport
EXP07358,184.44,Hilton Hotels,hotel reservation,travel
EXP07359,101.96,Eye Care Center,vision test,healthcare
EXP07360,76.77,LA Fitness,fitness center access,fitness
EXP07361,606.76,Microsoft Store,Microsoft hardware,technology
EXP07362,126.31,Chevron,fuel and coffee,transport
EXP07363,11.34,Subway,foot-long sandwich,food
EXP07364,252.87,State Farm,monthly car insurance,insurance
EXP07365,6.54,Spotify,premium subscription,entertainment
EXP07366,1016.3,Apartment Complex,apartment rent,rent
EXP07367,221.16,State Farm,monthly car insurance,insurance
EXP07368,136.32,Parking Authority,monthly parking pass,transport
EXP07369,108.74,Personal Trainer,workout training,fitness
EXP07370,269.87,Airbnb,travel accommodation,travel
EXP07371,251.34,Marriott Hotel,vacation lodging,travel
EXP07372,259.0,Best Buy,tech accessories,technology
EXP07373,2.01,Khan Academy,educational subscription,education
EXP07374,12.23,Spotify,family music plan,entertainment
EXP07375,223.39,Amazon Tech,electronics order,technology
EXP07376,237.99,Marriott Hotel,3 nights stay,travel
EXP07377,352.6,Costco,bulk snacks,shopping
EXP07378,460.15,Best Buy,phone charger,shopping
EXP07379,283.62,Allstate,property premium,insurance
EXP07380,171.28,Costco,warehouse shopping,shopping
EXP07381,217.4,Amazon Books,educational books,education
EXP07382,1313.6,Apartment Complex,complex fees,rent
EXP07383,133.08,Peoples Gas,winter heating,utilities
EXP07384,17.56,Uber,late night ride,transport
EXP07385,71.13,H&M,seasonal wear,shopping
EXP07386,333.55,Family Clinic,health screening,healthcare
EXP07387,45.19,Trader Joe's,wine and cheese,food
EXP07388,780.62,Expedia,trip booking,travel
EXP07389,11.79,Netflix,family plan,entertainment
EXP07390,13.77,Subway,Italian BMT,food
EXP07391,40.04,AMC Theaters,popcorn and movie,entertainment
EXP07392,131.42,Hilton Hotels,family vacation hotel,travel
EXP07393,69.87,Waste Management,waste pickup service,utilities
EXP07394,35.4,PlayStation Store,PS Plus subscription,entertainment
EXP07395,11.42,Spotify,monthly music plan,entertainment
EXP07396,1275.68,Property Management,monthly apartment rent,rent
EXP07397,218.44,Hilton Hotels,conference hotel,travel
EXP07398,64.54,Enterprise Rental,car rental,travel
EXP07399,2081.73,Real Estate Rental,rental property,rent
EXP07400,8.48,Spotify,premium subscription,entertainment
EXP07401,442.58,Blue Cross Blue Shield,healthcare premium,insurance
EXP07402,177.24,Whole Foods,healthy snacks,food
EXP07403,63.11,CVS Pharmacy,vitamins and supplements,healthcare
EXP07404,24.48,Domino's,chicken wings,food
EXP07405,7.62,McDonald's,chicken nuggets,food
EXP07406,12.34,Netflix,family plan,entertainment
EXP07407,57.2,Uber,ride home,transport
EXP07408,23.21,Yoga Studio,meditation class,fitness
EXP07409,106.29,Metro Transit,public transport,transport
EXP07410,52.74,Lyft,shared ride,transport
EXP07411,71.67,Liberty Mutual,protection plan,insurance
EXP07412,24.06,Subway,foot-long sandwich,food
EXP07413,84.63,BP,regular gas fill,transport
EXP07414,63.07,Uber,grocery store trip,transport
EXP07415,368.88,Family Clinic,medical consultation,healthcare
EXP07416,17.72,AMC Theaters,evening show tickets,entertainment
EXP07417,15.64,KFC,family bucket meal,food
EXP07418,301.75,Marriott Hotel,vacation lodging,travel
EXP07419,357.85,Family Clinic,annual checkup,healthcare
EXP07420,16.48,Netflix,family plan,entertainment
EXP07421,767.03,Property Management,apartment fee,rent
EXP07422,31.38,BP,snacks and gas,transport
EXP07423,43.56,Steam,gaming software,entertainment
EXP07424,44.03,Lyft,airport pickup,transport
EXP07425,82.41,Progressive,monthly auto premium,insurance
EXP07426,107.04,Chevron,car maintenance,transport
EXP07427,1101.19,Landlord Services,residential rent,rent
EXP07428,1097.0,Apple Store,MacBook laptop,technology
EXP07429,267.01,Family Clinic,annual checkup,healthcare
EXP07430,2350.03,Landlord Services,rental fee,rent
EXP07431,40.74,BP,highway gas station,transport
EXP07432,24.49,Subway,veggie delite,food
EXP07433,1449.14,Landlord Services,residential rent,rent
EXP07434,116.73,Xfinity,broadband service,utilities
EXP07435,48.01,Khan Academy,learning platform,education
EXP07436,148.4,Whole Foods,healthy snacks,food
EXP07437,241.4,Amazon Books,study materials,education
EXP07438,31.54,Yoga Studio,yoga classes,fitness
EXP07439,32.01,Yoga Studio,yoga classes,fitness
EXP07440,40.55,Chevron,fuel and coffee,transport
EXP07441,140.41,Target,gift cards,shopping
EXP07442,157.63,Best Buy,headphones,shopping
EXP07443,80.9,AT&T,monthly service,utilities
EXP07444,176.01,Amazon Tech,smart home device,technology
EXP07445,49.52,PlayStation Store,game download,entertainment
EXP07446,2268.45,Real Estate Rental,monthly lease,rent
EXP07447,352.6,Amazon Tech,tech gadgets,technology
EXP07448,83.65,Best Buy,tech accessories,technology
EXP07449,7430.58,University,student fees,education
EXP07450,38.22,Planet Fitness,gym access,fitness
EXP07451,46.19,Domino's,garlic bread,food
EXP07452,13.97,PlayStation Store,gaming content,entertainment
EXP07453,9.53,Disney+,streaming service,entertainment
EXP07454,131.82,Liberty Mutual,life coverage,insurance
EXP07455,256.9,Eye Care Center,vision test,healthcare
EXP07456,282.96,Allstate,property insurance,insurance
EXP07457,86.93,ComEd,electricity usage,utilities
EXP07458,33.44,BP,diesel fuel,transport
EXP07459,129.11,Costco,household bulk items,shopping
EXP07460,6.1,Subway,6-inch turkey sub,food
EXP07461,247.54,Progressive,car coverage,insurance
EXP07462,42.15,BP,snacks and gas,transport
EXP07463,74.93,Enterprise Rental,vacation car rental,travel
EXP07464,68.66,LA Fitness,fitness center access,fitness
EXP07465,216.79,Progressive,auto insurance premium,insurance
EXP07466,9.83,Google Play,digital content,technology
EXP07467,128.61,Target,personal care,shopping
EXP07468,795.54,Apartment Complex,complex fees,rent
EXP07469,35.01,Domino's,chicken wings,food
EXP07470,149.89,CVS Pharmacy,over-the-counter medicine,healthcare
EXP07471,47.17,PlayStation Store,gaming content,entertainment
EXP07472,877.11,Microsoft Store,Windows software,technology
EXP07473,198.53,Parking Authority,airport parking,transport
EXP07474,12.7,Khan Academy,learning platform,education
EXP07475,98.79,Chevron,gasoline purchase,transport
EXP07476,349.37,Family Clinic,routine examination,healthcare
EXP07477,41.06,Waste Management,waste disposal,utilities
EXP07478,106.97,Progressive,vehicle insurance,insurance
EXP07479,303.9,Amazon Tech,tech gadgets,technology
EXP07480,175.41,Verizon,cell phone bill,utilities
EXP07481,49.47,MetLife,vision insurance,insurance
EXP07482,135.81,Physical Therapy,therapy session,healthcare
EXP07483,313.99,Costco,bulk groceries,shopping
EXP07484,20.87,Pizza Hut,pizza delivery,food
EXP07485,349.88,Hilton Hotels,conference hotel,travel
EXP07486,39.71,Lyft,weekend trip,transport
EXP07487,386.4,Dental Office,oral care,healthcare
EXP07488,73.36,Walmart,pharmacy items,shopping
EXP07489,97.87,Physical Therapy,physical treatment,healthcare
EXP07490,203.54,Best Buy,phone charger,shopping
EXP07491,89.4,Water Department,monthly water service,utilities
EXP07492,145.93,Trader Joe's,organic vegetables,food
EXP07493,116.81,Chevron,oil change service,transport
EXP07494,3261.97,University,education payment,education
EXP07495,186.23,AT&T,fiber internet,utilities
EXP07496,309.69,Apple Store,iPad tablet,technology
EXP07497,140.76,Liberty Mutual,life insurance premium,insurance
EXP07498,470.05,Best Buy,phone charger,technology
EXP07499,384.2,Samsung,Galaxy smartphone,technology
EXP07500,38.49,Shell,fuel for road trip,transport
EXP07501,123.21,Liberty Mutual,life coverage,insurance
EXP07502,19.47,Starbucks,frappuccino,food
EXP07503,163.67,Xfinity,internet service,utilities
EXP07504,91.27,ComEd,power bill payment,utilities
EXP07505,1936.92,Housing Authority,housing payment,rent
EXP07506,144.1,Concert Venue,band performance,entertainment
EXP07507,11.06,Starbucks,cappuccino and pastry,food
EXP07508,86.48,AT&T,monthly service,utilities
EXP07509,12.74,Disney+,streaming service,entertainment
EXP07510,138.47,Liberty Mutual,term life insurance,insurance
EXP07511,250.74,Best Buy,phone charger,technology
EXP07512,146.0,Eye Care Center,eye examination,healthcare
EXP07513,36.81,Planet Fitness,monthly gym membership,fitness
EXP07514,195.81,Enterprise Rental,weekend car rental,travel
EXP07515,1430.61,Property Management,housing payment,rent
EXP07516,72.75,BP,snacks and gas,transport
EXP07517,22.05,Subway,veggie delite,food
EXP07518,147.31,AT&T,fiber internet,utilities
EXP07519,259.35,Southwest Airlines,weekend trip flight,travel
EXP07520,23.85,Uber,ride to airport,transport
EXP07521,20.0,Water Department,monthly water service,utilities
EXP07522,41.05,AMC Theaters,movie tickets,entertainment
EXP07523,11.78,Disney+,streaming service,entertainment
EXP07524,14.66,Netflix,monthly renewal,entertainment
EXP07525,315.53,Allstate,house insurance,insurance
EXP07526,223.61,Family Clinic,routine examination,healthcare
EXP07527,15.61,Uber,ride home,transport
EXP07528,241.52,Best Buy,video game,shopping
EXP07529,44.18,Uber,ride home,transport
EXP07530,46.21,Water Department,utility water bill,utilities
EXP07531,887.96,Expedia,vacation package,travel
EXP07532,4742.34,University,course registration,education
EXP07533,69.6,LA Fitness,monthly gym dues,fitness
EXP07534,10.42,Disney+,annual subscription,entertainment
EXP07535,58.75,Lyft,weekend trip,transport
EXP07536,56.4,Metro Transit,daily transit fare,transport
EXP07537,178.72,AT&T,telecom services,utilities
EXP07538,168.58,Home Depot,lighting fixtures,shopping
EXP07539,1689.81,Apartment Complex,apartment rent,rent
EXP07540,183.76,Peoples Gas,monthly gas usage,utilities
EXP07541,12.18,Disney+,annual subscription,entertainment
EXP07542,56.98,Trader Joe's,wine and cheese,food
EXP07543,89.76,Metro Transit,weekly pass,transport
EXP07544,71.31,Lyft,ride to meeting,transport
EXP07545,10.03,Steam,game download,entertainment
EXP07546,285.07,Allstate,property insurance,insurance
EXP07547,22.68,AMC Theaters,IMAX movie,entertainment
EXP07548,15.42,Pizza Hut,personal pan pizza,food
EXP07549,95.31,Walmart,clothing basics,shopping
EXP07550,1285.67,Property Management,housing payment,rent
EXP07551,725.96,Apple Store,iPad tablet,technology
EXP07552,46.22,Microsoft Store,Windows software,technology
EXP07553,28.11,BP,fuel stop,transport
EXP07554,12.34,Netflix,family plan,entertainment
EXP07555,4054.4,University,semester tuition,education
EXP07556,58.36,Parking Authority,event parking,transport
EXP07557,13.63,Disney+,family entertainment,entertainment
EXP07558,26.23,Khan Academy,academic support,education
EXP07559,65.04,Water Department,utility water bill,utilities
EXP07560,497.97,Best Buy,video game,shopping
EXP07561,49.06,Walgreens,allergy medicine,healthcare
EXP07562,113.2,Progressive,auto insurance premium,insurance
EXP07563,730.87,Delta Airlines,vacation flight,travel
EXP07564,323.13,Costco,bulk groceries,shopping
EXP07565,94.93,BP,snacks and gas,transport
EXP07566,197.69,Amazon Tech,tech gadgets,technology
EXP07567,64.86,Uber,ride home,transport
EXP07568,565.89,Campus Bookstore,course materials,education
EXP07569,192.68,Airbnb,weekend rental,travel
EXP07570,6.12,Parking Authority,downtown parking,transport
EXP07571,37.13,Waste Management,recycling service,utilities
EXP07572,11.2,Netflix,family plan,entertainment
EXP07573,67.68,Peoples Gas,gas service charge,utilities
EXP07574,337.76,Costco,household bulk items,shopping
EXP07575,1759.67,Property Management,lease payment,rent
EXP07576,353.45,Amazon Tech,computer parts,technology
EXP07577,158.27,Nike Store,fitness gear,fitness
EXP07578,1508.3,Landlord Services,residential rent,rent
EXP07579,38.26,Trader Joe's,organic vegetables,food
EXP07580,1510.05,Apartment Complex,monthly housing,rent
EXP07581,159.89,Costco,bulk snacks,shopping
EXP07582,18.74,Netflix,monthly streaming,entertainment
EXP07583,1201.08,Apartment Complex,unit rental payment,rent
EXP07584,35.66,Yoga Studio,mindfulness class,fitness
EXP07585,268.43,Dental Office,cavity filling,healthcare
EXP07586,45.88,Nike Store,exercise equipment,fitness
EXP07587,86.73,Nike Store,athletic shoes,fitness
EXP07588,566.11,University,semester tuition,education
EXP07589,269.31,Costco,household bulk items,shopping
EXP07590,114.45,Walmart,clothing basics,shopping
EXP07591,15.72,PlayStation Store,gaming content,entertainment
EXP07592,39.75,Domino's,pizza pickup order,food
EXP07593,143.39,Metro Transit,subway ticket,transport
EXP07594,33.76,Domino's,large supreme pizza,food
EXP07595,280.19,Eye Care Center,eyeglasses,healthcare
EXP07596,131.34,AT&T,fiber internet,utilities
EXP07597,217.41,Hilton Hotels,conference hotel,travel
EXP07598,114.65,Metro Transit,public transport,transport
EXP07599,71.35,Eye Care Center,eyeglasses,healthcare
EXP07600,26.59,LA Fitness,gym membership fee,fitness
EXP07601,587.0,Samsung,tablet device,technology
EXP07602,57.24,Concert Venue,live music event,entertainment
EXP07603,299.01,Airbnb,short-term rental,travel
EXP07604,67.98,Eye Care Center,eye examination,healthcare
EXP07605,66.81,MetLife,vision insurance,insurance
EXP07606,190.44,Family Clinic,doctor visit,healthcare
EXP07607,443.8,Blue Cross Blue Shield,insurance payment,insurance
EXP07608,6959.37,University,course registration,education
EXP07609,31.43,KFC,zinger burger combo,food
EXP07610,15.68,Netflix,video streaming service,entertainment
EXP07611,1.67,Google Play,in-app purchase,technology
EXP07612,1280.64,Housing Authority,housing payment,rent
EXP07613,15.17,Starbucks,cappuccino and pastry,food
EXP07614,75.0,Uber,late night ride,transport
EXP07615,141.77,Coursera,skill development,education
EXP07616,12.99,Subway,foot-long sandwich,food
EXP07617,11.88,Chipotle,chicken burrito,food
EXP07618,44.11,AMC Theaters,weekend movie,entertainment
EXP07619,22.43,Subway,cookies and drink,food
EXP07620,110.85,MetLife,vision insurance,insurance
EXP07621,9.14,Chipotle,carnitas tacos,food
EXP07622,118.09,Chevron,gasoline purchase,transport
EXP07623,19.34,Netflix,monthly renewal,entertainment
EXP07624,78.54,Steam,game download,entertainment
EXP07625,98.26,Walgreens,pain relievers,healthcare
EXP07626,187.09,Nike Store,workout clothes,fitness
EXP07627,25.73,H&M,seasonal wear,shopping
EXP07628,6490.16,University,academic fees,education
EXP07629,135.65,Walmart,household supplies,shopping
EXP07630,143.18,Progressive,driving insurance,insurance
EXP07631,93.45,CVS Pharmacy,flu medication,healthcare
EXP07632,273.44,Dental Office,dental examination,healthcare
EXP07633,29.42,AMC Theaters,movie tickets,entertainment
EXP07634,22.25,Amazon,laptop accessories,shopping
EXP07635,371.48,Allstate,homeowners coverage,insurance
EXP07636,202.17,Amazon Books,study materials,education
EXP07637,79.16,Chevron,oil change service,transport
EXP07638,19.77,Starbucks,grande latte,food
EXP07639,68.24,Target,home decor items,shopping
EXP07640,417.35,Dental Office,dental checkup,healthcare
EXP07641,107.64,Chevron,gasoline purchase,transport
EXP07642,147.66,Parking Authority,event parking,transport
EXP07643,153.11,State Farm,auto insurance,insurance
EXP07644,496.13,Apple Store,AirPods headphones,technology
EXP07645,150.75,Progressive,auto insurance premium,insurance
EXP07646,49.58,Waste Management,garbage collection,utilities
EXP07647,317.67,Dental Office,dental checkup,healthcare
EXP07648,18.14,Udemy,skill training,education
EXP07649,94.17,AT&T,internet and phone,utilities
EXP07650,1087.35,Property Management,rental payment,rent
EXP07651,80.82,H&M,seasonal wear,shopping
EXP07652,58.4,BP,diesel fuel,transport
EXP07653,190.23,Airbnb,short-term rental,travel
EXP07654,78.4,H&M,spring fashion,shopping
EXP07655,297.64,Blue Cross Blue Shield,healthcare premium,insurance
EXP07656,847.07,Expedia,travel reservation,travel
EXP07657,221.42,Apple Store,iPhone purchase,technology
EXP07658,22.49,AMC Theaters,IMAX movie,entertainment
EXP07659,294.72,Blue Cross Blue Shield,monthly health plan,insurance
EXP07660,170.41,Physical Therapy,rehabilitation,healthcare
EXP07661,151.21,Home Depot,paint and brushes,shopping
EXP07662,184.75,Progressive,monthly auto premium,insurance
EXP07663,36.19,Uber,grocery store trip,transport
EXP07664,48.64,Chevron,fuel and coffee,transport
EXP07665,28.56,Chipotle,quesadilla meal,food
EXP07666,230.59,Eye Care Center,contact lenses,healthcare
EXP07667,98.43,H&M,seasonal wear,shopping
EXP07668,32.07,Khan Academy,learning platform,education
EXP07669,2308.52,Landlord Services,residential rent,rent
EXP07670,192.18,Nike Store,sports apparel,fitness
EXP07671,1735.31,Property Management,housing payment,rent
EXP07672,16.12,Chipotle,burrito bowl,food
EXP07673,78.88,Physical Therapy,physical treatment,healthcare
EXP07674,287.48,Samsung,tablet device,technology
EXP07675,205.52,Marriott Hotel,weekend getaway,travel
EXP07676,35.66,Domino's,large supreme pizza,food
EXP07677,2257.89,Real Estate Rental,housing rental,rent
EXP07678,167.36,Enterprise Rental,travel vehicle,travel
EXP07679,168.3,Liberty Mutual,life insurance premium,insurance
EXP07680,234.2,Eye Care Center,optical services,healthcare
EXP07681,185.68,Costco,family supplies,shopping
EXP07682,50.78,Walmart,household supplies,shopping
EXP07683,26.42,Yoga Studio,yoga membership,fitness
EXP07684,64.81,BP,regular gas fill,transport
EXP07685,8.95,Spotify,music streaming,entertainment
EXP07686,134.72,Liberty Mutual,term life insurance,insurance
EXP07687,88.16,Trader Joe's,frozen meals,food
EXP07688,133.54,Allstate,house insurance,insurance
EXP07689,11.75,Disney+,streaming service,entertainment
EXP07690,109.77,Physical Therapy,therapeutic care,healthcare
EXP07691,252.49,Best Buy,phone charger,technology
EXP07692,22.45,Walgreens,prescription drugs,healthcare
EXP07693,960.09,Real Estate Rental,real estate rent,rent
EXP07694,124.97,Best Buy,wireless headphones,technology
EXP07695,27.84,PlayStation Store,DLC purchase,entertainment
EXP07696,33.96,Chevron,gasoline purchase,transport
EXP07697,56.84,Walgreens,prescription drugs,healthcare
EXP07698,286.15,Hilton Hotels,hotel reservation,travel
EXP07699,16.5,Netflix,premium subscription,entertainment
EXP07700,4028.79,University,education payment,education
EXP07701,1668.82,Housing Authority,assisted housing,rent
EXP07702,314.53,Home Depot,hardware supplies,shopping
EXP07703,160.17,Family Clinic,routine examination,healthcare
EXP07704,1980.45,Landlord Services,residential rent,rent
EXP07705,110.4,Hilton Hotels,family vacation hotel,travel
EXP07706,1764.92,Property Management,monthly apartment rent,rent
EXP07707,85.4,Sports Authority,athletic supplies,fitness
EXP07708,80.23,Walmart,clothing basics,shopping
EXP07709,42.48,Domino's,garlic bread,food
EXP07710,91.94,Trader Joe's,frozen meals,food
EXP07711,15.55,Subway,foot-long sandwich,food
EXP07712,153.53,Amazon Tech,tech gadgets,technology
EXP07713,229.73,Amazon,clothing order,shopping
EXP07714,297.81,Sports Authority,workout accessories,fitness
EXP07715,26.61,H&M,jeans and tops,shopping
EXP07716,1926.86,Property Management,apartment fee,rent
EXP07717,45.17,Waste Management,recycling service,utilities
EXP07718,250.0,Marriott Hotel,vacation lodging,travel
EXP07719,297.74,Sports Authority,athletic supplies,fitness
EXP07720,36.37,Khan Academy,study resources,education
EXP07721,20.87,Lyft,shared ride,transport
EXP07722,116.54,Personal Trainer,fitness coaching,fitness
EXP07723,25.1,Yoga Studio,yoga membership,fitness
EXP07724,117.85,Walgreens,pain relievers,healthcare
EXP07725,141.64,Concert Venue,live music event,entertainment
EXP07726,112.08,H&M,casual clothing,shopping
EXP07727,29.36,Peoples Gas,natural gas bill,utilities
EXP07728,246.09,Home Depot,paint and brushes,shopping
EXP07729,1115.18,Apple Store,iPhone purchase,technology
EXP07730,180.2,Physical Therapy,therapy session,healthcare
EXP07731,201.04,Delta Airlines,business trip flight,travel
EXP07732,143.72,Amazon Books,reference books,education
EXP07733,225.39,Marriott Hotel,vacation lodging,travel
EXP07734,106.7,Walgreens,prescription drugs,healthcare
EXP07735,13.79,Netflix,monthly streaming,entertainment
EXP07736,162.41,Macy's,jewelry gift,shopping
EXP07737,12.25,Subway,foot-long sandwich,food
EXP07738,1424.51,Property Management,housing payment,rent
EXP07739,341.49,Best Buy,tech accessories,shopping
EXP07740,9.54,Starbucks,frappuccino,food
EXP07741,67.99,Metro Transit,public transport,transport
EXP07742,177.94,Whole Foods,healthy snacks,food
EXP07743,73.06,Shell,convenience items,transport
EXP07744,1461.67,Apartment Complex,residential payment,rent
EXP07745,244.13,Amazon,household essentials,shopping
EXP07746,26.0,Chipotle,burrito bowl,food
EXP07747,774.18,Property Management,lease payment,rent
EXP07748,21.19,McDonald's,McFlurry dessert,food
EXP07749,109.36,Family Clinic,doctor visit,healthcare
EXP07750,47.91,Khan Academy,educational subscription,education
EXP07751,64.0,Water Department,monthly water service,utilities
EXP07752,25.78,Steam,indie game,entertainment
EXP07753,290.39,Eye Care Center,vision test,healthcare
EXP07754,138.61,Whole Foods,organic groceries,food
EXP07755,1176.3,Real Estate Rental,housing rental,rent
EXP07756,240.06,Costco,warehouse shopping,shopping
EXP07757,10.03,KFC,popcorn chicken,food
EXP07758,21.93,Chipotle,burrito bowl,food
EXP07759,63.78,Uber,trip to downtown,transport
EXP07760,48.39,Domino's,pizza pickup order,food
EXP07761,1355.38,Apple Store,AirPods headphones,technology
EXP07762,175.62,Macy's,designer clothes,shopping
EXP07763,1918.6,Property Management,housing payment,rent
EXP07764,49.63,Google Play,mobile game,technology
EXP07765,180.38,Home Depot,lighting fixtures,shopping
EXP07766,71.98,Lyft,weekend trip,transport
EXP07767,115.25,MetLife,healthcare supplement,insurance
EXP07768,50.56,BP,regular gas fill,transport
EXP07769,27.2,Planet Fitness,health club,fitness
EXP07770,443.93,Samsung,tech gadget,technology
EXP07771,93.87,State Farm,auto insurance,insurance
EXP07772,107.74,Whole Foods,prepared meals,food
EXP07773,117.58,ComEd,power bill payment,utilities
EXP07774,390.58,Dental Office,dental checkup,healthcare
EXP07775,115.5,Xfinity,broadband service,utilities
EXP07776,177.89,Parking Authority,meter parking,transport
EXP07777,1895.88,Apartment Complex,unit rental payment,rent
EXP07778,420.71,Best Buy,tech accessories,shopping
EXP07779,78.17,Shell,gas tank fill-up,transport
EXP07780,1.01,Khan Academy,educational subscription,education
EXP07781,653.5,Landlord Services,housing cost,rent
EXP07782,91.52,BP,fuel stop,transport
EXP07783,386.79,Family Clinic,medical consultation,healthcare
EXP07784,102.86,Liberty Mutual,life insurance premium,insurance
EXP07785,60.54,Peoples Gas,heating bill,utilities
EXP07786,86.07,Nike Store,athletic shoes,fitness
EXP07787,129.46,Marriott Hotel,weekend getaway,travel
EXP07788,11.78,KFC,popcorn chicken,food
EXP07789,66.12,Walmart,garden supplies,shopping
EXP07790,2551.27,University,academic fees,education
EXP07791,41.23,Uber,late night ride,transport
EXP07792,352.52,Amazon Books,textbooks,education
EXP07793,1022.89,Expedia,trip booking,travel
EXP07794,28.43,PlayStation Store,gaming content,entertainment
EXP07795,17.75,KFC,colonel's meal,food
EXP07796,34.8,Nike Store,fitness gear,fitness
EXP07797,252.67,Best Buy,computer mouse,shopping
EXP07798,55.16,Lyft,work commute,transport
EXP07799,967.91,Real Estate Rental,monthly lease,rent
EXP07800,200.0,Macy's,jewelry gift,shopping
EXP07801,1066.41,Apartment Complex,residential payment,rent
EXP07802,488.98,Blue Cross Blue Shield,medical coverage,insurance
EXP07803,1187.15,Housing Authority,public housing,rent
EXP07804,4.18,Starbucks,grande latte,food
EXP07805,177.25,Physical Therapy,rehabilitation,healthcare
EXP07806,35.03,Whole Foods,healthy snacks,food
EXP07807,242.87,Macy's,cosmetics,shopping
EXP07808,514.35,Delta Airlines,domestic flight,travel
EXP07809,67.03,Nike Store,workout clothes,fitness
EXP07810,478.09,Delta Airlines,business trip flight,travel
EXP07811,1991.89,Real Estate Rental,housing rental,rent
EXP07812,123.62,Hilton Hotels,conference hotel,travel
EXP07813,243.5,Eye Care Center,optical services,healthcare
EXP07814,36.96,Water Department,monthly water service,utilities
EXP07815,20.92,Planet Fitness,health club,fitness
EXP07816,270.92,Hilton Hotels,family vacation hotel,travel
EXP07817,866.57,Apartment Complex,complex fees,rent
EXP07818,4653.77,University,education payment,education
EXP07819,6.84,Google Play,app purchase,technology
EXP07820,108.82,Parking Authority,downtown parking,transport
EXP07821,18.47,Chipotle,chicken burrito,food
EXP07822,52.6,ComEd,electric service,utilities
EXP07823,129.05,ComEd,energy charges,utilities
EXP07824,113.74,Concert Venue,band performance,entertainment
EXP07825,14.75,Starbucks,iced coffee,food
EXP07826,35.68,Coursera,skill development,education
EXP07827,133.28,Water Department,water usage charge,utilities
EXP07828,250.67,Peoples Gas,gas service charge,utilities
EXP07829,21.49,AMC Theaters,evening show tickets,entertainment
EXP07830,157.74,Physical Therapy,therapy session,healthcare
EXP07831,137.77,Home Depot,home repair items,shopping
EXP07832,298.34,Amazon Books,study materials,education
EXP07833,11.76,Spotify,family music plan,entertainment
EXP07834,65.48,Waste Management,monthly trash bill,utilities
EXP07835,306.4,Allstate,homeowners coverage,insurance
EXP07836,50.16,Lyft,airport pickup,transport
EXP07837,7.47,Spotify,premium subscription,entertainment
EXP07838,1491.02,Housing Authority,public housing,rent
EXP07839,185.53,Liberty Mutual,term life insurance,insurance
EXP07840,1078.99,Microsoft Store,Xbox controller,technology
EXP07841,376.45,Costco,household bulk items,shopping
EXP07842,119.28,Dental Office,oral care,healthcare
EXP07843,160.48,AT&T,telecom services,utilities
EXP07844,435.48,Blue Cross Blue Shield,health insurance premium,insurance
EXP07845,209.02,Costco,bulk groceries,shopping
EXP07846,380.08,Family Clinic,annual checkup,healthcare
EXP07847,7.49,McDonald's,McFlurry dessert,food
EXP07848,345.81,Amazon Books,study materials,education
EXP07849,77.57,H&M,casual clothing,shopping
EXP07850,5.47,Starbucks,cappuccino and pastry,food
EXP07851,1402.54,Landlord Services,property rent,rent
EXP07852,29.53,Planet Fitness,fitness membership,fitness
EXP07853,26.49,Uber,late night ride,transport
EXP07854,769.09,Best Buy,tech accessories,shopping
